name,uid,vagga_number,number_in_vagga,volpage
Na cāṃsapracālakā pravekṣyāma,zh-mi-bi-pm-sk23,,,
Na cāṃsapracālakā niṣatsyāma,zh-mi-bi-pm-sk24,,,
Na hastasaṃlagnikaya pravekṣyāma,zh-mi-bi-pm-sk25,,,
Na hastasaṃlagnikaya niṣatsyāma,zh-mi-bi-pm-sk26,,,
Not enter unknown,zh-mi-bi-pm-sk27,,,
Not sit unknown,zh-mi-bi-pm-sk28,,,
Khambhakata,zh-mi-bi-pm-sk29,,,
Dutiyakhambhakata,zh-mi-bi-pm-sk30,,,
Na pāṇau hanum pravekṣyāma,zh-mi-bi-pm-sk31,,,
Na pāṇau hanum niṣatsyāma,zh-mi-bi-pm-sk32,,,
Bāhuppacālaka,zh-mi-bi-pm-sk33,,,
Dutiyabāhuppacālaka,zh-mi-bi-pm-sk34,,,
Not enter proudly,zh-mi-bi-pm-sk35,,,
Not sit proudly,zh-mi-bi-pm-sk36,,,
Okkhittacakkhu,zh-mi-bi-pm-sk37,,,
Dutiyaokkhittacakkhu,zh-mi-bi-pm-sk38,,,
Ukkuṭika,zh-mi-bi-pm-sk39,,,
Notkuṭukā niṣatsyāma,zh-mi-bi-pm-sk40,,,
Na viḍaṅgikaya pravekṣyāma,zh-mi-bi-pm-sk41,,,
Na viḍaṅgikaya niṣatsyāma,zh-mi-bi-pm-sk42,,,
Oguṇṭhita,zh-mi-bi-pm-sk43,,,
Dutiyaoguṇṭhita,zh-mi-bi-pm-sk44,,,
Ujjagghika,zh-mi-bi-pm-sk45,,,
Dutiyaujjagghika,zh-mi-bi-pm-sk46,,,
Appasadda,zh-mi-bi-pm-sk47,,,
Dutiyaappasadda,zh-mi-bi-pm-sk48,,,
Susaṃvuta,zh-mi-bi-pm-sk49,,,
Dutiyasusaṃvuta,zh-mi-bi-pm-sk50,,,
Sakkaccapaṭiggahaṇa,zh-mi-bi-pm-sk51,,,
Samatittika,zh-mi-bi-pm-sk52,,,
Samasūpaka,zh-mi-bi-pm-sk53,,,
Sapadāna,zh-mi-bi-pm-sk54,,,
Thūpakata,zh-mi-bi-pm-sk55,,,
Pattanillehaka,zh-mi-bi-pm-sk56,,,
Nojjighrantaḥ,zh-mi-bi-pm-sk57,,,
Pattasaññīpaṭiggahaṇa,zh-mi-bi-pm-sk58,,,
Sitthāvakāraka,zh-mi-bi-pm-sk59,,,
Sāmisa,zh-mi-bi-pm-sk60,,,
Surusurukāraka,zh-mi-bi-pm-sk61,,,
Capucapukāraka,zh-mi-bi-pm-sk62,,,
Jivhānicchāraka,zh-mi-bi-pm-sk63,,,
Nātimahanta,zh-mi-bi-pm-sk64,,,
Parimaṇḍala,zh-mi-bi-pm-sk65,,,
Anāhaṭa,zh-mi-bi-pm-sk66,,,
Not eat screwing up nose,zh-mi-bi-pm-sk67,,,
Sakabaḷa,zh-mi-bi-pm-sk68,,,
Avagaṇḍakāraka,zh-mi-bi-pm-sk69,,,
Kabaḷāvacchedaka,zh-mi-bi-pm-sk70,,,
Not get food by stretching arm,zh-mi-bi-pm-sk71,,,
Hatthaniddhunaka,zh-mi-bi-pm-sk72,,,
Nāvakīrṇakāraka,zh-mi-bi-pm-sk73,,,
Na gulugulu,zh-mi-bi-pm-sk74,,,
Piṇḍukkhepaka,zh-mi-bi-pm-sk75,,,
Sasitthaka,zh-mi-bi-pm-sk76,,,
Odanappaṭicchādana,zh-mi-bi-pm-sk77,,,
Nāvarṇakārakaṃ paribhokṣyāma,zh-mi-bi-pm-sk78,,,
Sūpodanaviññatti,zh-mi-bi-pm-sk79,,,
Ujjhānasaññī,zh-mi-bi-pm-sk80,,,
Ṭhitouccāra,zh-mi-bi-pm-sk81,,,
Udakeuccāra,zh-mi-bi-pm-sk82,,,
Hariteuccāra,zh-mi-bi-pm-sk83,,,
Upāhanāruḷha,zh-mi-bi-pm-sk84,,,
Pāduka,zh-mi-bi-pm-sk85,,,
Nātyastikākṛtasya,zh-mi-bi-pm-sk86,,,
Ṭhita,zh-mi-bi-pm-sk87,,,
Nīcāsana,zh-mi-bi-pm-sk88,,,
Sayana,zh-mi-bi-pm-sk89,,,
Pacchatogamana,zh-mi-bi-pm-sk90,,,
Uppathenagamana,zh-mi-bi-pm-sk91,,,
Oguṇṭhita,zh-mi-bi-pm-sk92,,,
Nokkhittakāyassa,zh-mi-bi-pm-sk93,,,
Pallatthika,zh-mi-bi-pm-sk94,,,
Chattapāṇi,zh-mi-bi-pm-sk95,,,
Yāna,zh-mi-bi-pm-sk96,,,
Daṇḍapāṇi,zh-mi-bi-pm-sk97,,,
Satthapāṇi,zh-mi-bi-pm-sk98,,,
Āvudhapāṇi,zh-mi-bi-pm-sk99,,,
Na sādhikapauruṣa ,zh-mi-bi-pm-sk100,,,
Rāja,zh-sv-bi-pm-dh-np8,,,
Rūpiya,zh-sv-bi-pm-dh-np9,,,
Rūpiyasaṁvohāra,zh-sv-bi-pm-dh-np10,,,
Kayavikkaya,zh-sv-bi-pm-dh-np11,,,
Ūnapañcabandhana,zh-sv-bi-pm-dh-np12,,,
Suttaviññatti,zh-sv-bi-pm-dh-np13,,,
Mahāpesakāra,zh-sv-bi-pm-dh-np14,,,
Cīvaraacchindana,zh-sv-bi-pm-dh-np15,,,
Accekacīvara,zh-sv-bi-pm-dh-np16,,,
Pariṇata,zh-sv-bi-pm-dh-np17,,,
Bhesajja,zh-sv-bi-pm-dh-np18,,,
Pattasannicaya,zh-sv-bi-pm-dh-np19,,,
Akālacīvara,zh-sv-bi-pm-dh-np20,,,
Akālacīvara,zh-sv-bi-pm-dh-np21,,,
Cīvaraparivattana,zh-sv-bi-pm-dh-np22,,,
Asking a group for fine robes,zh-sv-bi-pm-dh-np23,,,
Asking for money,zh-sv-bi-pm-dh-np24,,,
Aññaviññāpana,zh-sv-bi-pm-dh-np25,,,
Puggalikacetāpana,zh-sv-bi-pm-dh-np26,,,
Saṃghikacetapana,zh-sv-bi-pm-dh-np27,,,
Dutiyagaṇikacetāpana,zh-sv-bi-pm-dh-np28,,,
Garupāvuraṇa,zh-sv-bi-pm-dh-np29,,,
Lahupāvuraṇa,zh-sv-bi-pm-dh-np30,,,
Musāvāda,zh-sv-bi-pm-dh-pc1,,,
Omasavāda,zh-sv-bi-pm-dh-pc2,,,
Pesuñña,zh-sv-bi-pm-dh-pc3,,,
Ukkoṭana,zh-sv-bi-pm-dh-pc4,,,
Dhammadesanā,zh-sv-bi-pm-dh-pc5,,,
Padasodhamma,zh-sv-bi-pm-dh-pc6,,,
Bhūtārocana,zh-sv-bi-pm-dh-pc7,,,
Duṭṭhullārocana,zh-sv-bi-pm-dh-pc8,,,
Dubbala,zh-sv-bi-pm-dh-pc9,,,
Vilekhana,zh-sv-bi-pm-dh-pc10,,,
Bhūtagāma,zh-sv-bi-pm-dh-pc11,,,
Ujjhāpanaka,zh-sv-bi-pm-dh-pc12,,,
Aññavādaka,zh-sv-bi-pm-dh-pc13,,,
Mañcasanthārana,zh-sv-bi-pm-dh-pc14,,,
Nikkaḍḍhana,zh-sv-bi-pm-dh-pc15,,,
Anupakhajja,zh-sv-bi-pm-dh-pc16,,,
Vehāsakuṭi,zh-sv-bi-pm-dh-pc17,,,
Sappāṇaka,zh-sv-bi-pm-dh-pc18,,,
Āvasathapiṇḍa,zh-sv-bi-pm-dh-pc20,,,
Dvittipattapūrapaṭiggahaṇa,zh-sv-bi-pm-dh-pc21,,,
Gaṇabhojana,zh-sv-bi-pm-dh-pc22,,,
Vikālabhojana,zh-sv-bi-pm-dh-pc23,,,
Sannidhikāraka,zh-sv-bi-pm-dh-pc24,,,
Dantapona,zh-sv-bi-pm-dh-pc25,,,
Sappāṇaka,zh-sv-bi-pm-dh-pc26,,,
Sabhojana,zh-sv-bi-pm-dh-pc27,,,
Rahopaṭicchanna,zh-sv-bi-pm-dh-pc28,,,
Uyyuttasenā,zh-sv-bi-pm-dh-pc29,,,
Senāvāsa,zh-sv-bi-pm-dh-pc30,,,
Uyyodhika,zh-sv-bi-pm-dh-pc31,,,
Pahāra,zh-sv-bi-pm-dh-pc32,,,
Talasattika,zh-sv-bi-pm-dh-pc33,,,
Duṭṭhulla,zh-sv-bi-pm-dh-pc34,,,
Uyyojana,zh-sv-bi-pm-dh-pc35,,,
Jotika,zh-sv-bi-pm-dh-pc36,,,
Kammapaṭibāhana,zh-sv-bi-pm-dh-pc37,,,
Anupasampannasahaseyya,zh-sv-bi-pm-dh-pc38,,,
Antarāyika,zh-sv-bi-pm-dh-pc39,,,
Ukkhittasambhoga,zh-sv-bi-pm-dh-pc40,,,
Samaṇuddesaantarāyika,zh-sv-bi-pm-dh-pc41,,,
Ratana,zh-sv-bi-pm-dh-pc42,,,
Dubbaṇṇakaraṇa,zh-sv-bi-pm-dh-pc43,,,
Nahāna,zh-sv-bi-pm-dh-pc44,,,
Sañcicca,zh-sv-bi-pm-dh-pc45,,,
Sañcicca,zh-sv-bi-pm-dh-pc46,,,
Aṅgulipatodaka,zh-sv-bi-pm-dh-pc47,,,
Hasadhamma,zh-sv-bi-pm-dh-pc48,,,
Mātugāmasahaseyya,zh-sv-bi-pm-dh-pc49,,,
Bhiṃsāpana,zh-sv-bi-pm-dh-pc50,,,
Cīvaraapanidhāna,zh-sv-bi-pm-dh-pc51,,,
Vikappana,zh-sv-bi-pm-dh-pc52,,,
Amūlaka,zh-sv-bi-pm-dh-pc53,,,
Saṃvidhāna,zh-sv-bi-pm-dh-pc54,,,
Theyyasattha,zh-sv-bi-pm-dh-pc55,,,
Pathavīkhaṇana,zh-sv-bi-pm-dh-pc56,,,
Catumāsappaccayapavāraṇā,zh-sv-bi-pm-dh-pc57,,,
Sahadhammika,zh-sv-bi-pm-dh-pc58,,,
Upassuti,zh-sv-bi-pm-dh-pc59,,,
Chandaṃadatvāgamana,zh-sv-bi-pm-dh-pc60,,,
Anādariya,zh-sv-bi-pm-dh-pc61,,,
Surāpāna,zh-sv-bi-pm-dh-pc62,,,
Vikālagāmappavisana,zh-sv-bi-pm-dh-pc63,,,
Cāritta,zh-sv-bi-pm-dh-pc64,,,
Antepura,zh-sv-bi-pm-dh-pc65,,,
Mohana,zh-sv-bi-pm-dh-pc66,,,
Sūcighara,zh-sv-bi-pm-dh-pc67,,,
Mañcapīṭha,zh-sv-bi-pm-dh-pc68,,,
Tūlonaddha,zh-sv-bi-pm-dh-pc69,,,
Sugatacīvara,zh-sv-bi-pm-dh-pc70,,,
Sambādhaloma,zh-sv-bi-pm-dh-pc71,,,
Udakasuddhika,zh-sv-bi-pm-dh-pc72,,,
Lasuṇa,zh-sv-bi-pm-dh-pc73,,,
Talaghātaka,zh-sv-bi-pm-dh-pc74,,,
Āmakadhañña,zh-sv-bi-pm-dh-pc75,,,
Upatiṭṭhana,zh-sv-bi-pm-dh-pc76,,,
Tirokuṭṭuccārachaḍḍana,zh-sv-bi-pm-dh-pc77,,,
Harituccārachaḍḍana,zh-sv-bi-pm-dh-pc78,,,
Rahonisajja,zh-sv-bi-pm-dh-pc79,,,
Standing alone with monk,zh-sv-bi-pm-dh-pc80,,,
?,zh-sv-bi-pm-dh-pc81,,,
Paṭicchannokāsa,zh-sv-bi-pm-dh-pc82,,,
Ajjhokāsasallapana,zh-sv-bi-pm-dh-pc83,,,
Rattandhakāra,zh-sv-bi-pm-dh-pc84,,,
Jatumaṭṭhaka,zh-sv-bi-pm-dh-pc85,,,
Nikkaḍḍhana,zh-sv-bi-pm-dh-pc86,,,
Ekamañcatuvaṭṭana,zh-sv-bi-pm-dh-pc87,,,
Ekattharaṇatuvaṭṭana,zh-sv-bi-pm-dh-pc88,,,
Ekattharaṇatuvaṭṭana,zh-sv-bi-pm-dh-pc89,,,
Whispering with monk,zh-sv-bi-pm-dh-pc90,,,
Dutiyikauyyojana,zh-sv-bi-pm-dh-pc91,,,
Rodana,zh-sv-bi-pm-dh-pc92,,,
Paraabhisapana,zh-sv-bi-pm-dh-pc93,,,
Paraujjhāpanaka,zh-sv-bi-pm-dh-pc94,,,
Antovassa,zh-sv-bi-pm-dh-pc95,,,
Cārikanapakkamana,zh-sv-bi-pm-dh-pc96,,,
Antoraṭṭha,zh-sv-bi-pm-dh-pc97,,,
Tiroraṭṭha,zh-sv-bi-pm-dh-pc98,,,
Rājāgāra,zh-sv-bi-pm-dh-pc99,,,
Aphāsukaraṇa,zh-sv-bi-pm-dh-pc100,,,
Aphāsukaraṇa,zh-sv-bi-pm-dh-pc101,,,
Naupaṭṭhāpana,zh-sv-bi-pm-dh-pc102,,,
Bowing to monks,zh-sv-bi-pm-dh-pc103,,,
Anāpucchā,zh-sv-bi-pm-dh-pc104,,,
Anāpucchāabhinisīdana,zh-sv-bi-pm-dh-pc105,,,
Ūnadvādasavassa,zh-sv-bi-pm-dh-pc106,,,
Paripuṇṇadvādasavassa-asammata,zh-sv-bi-pm-dh-pc107,,,
Ūnadvādasavassa-gihigata,zh-sv-bi-pm-dh-pc108,,,
Paripuṇṇadvādasavassa-sikkhita-gihigata-asammata,zh-sv-bi-pm-dh-pc109,,,
?,zh-sv-bi-pm-dh-pc110,,,
Preventing removal of kaṭhina privileges,zh-sv-bi-pm-dh-pc111,,,
Paripuṇṇavīsativassa-asikkhita-kumāribhūta,zh-sv-bi-pm-dh-pc112,,,
Paripuṇṇavīsativassa-sikkhita-kumāribhūta-asammata,zh-sv-bi-pm-dh-pc113,,,
Nānuśāset,zh-sv-bi-pm-dh-pc114,,,
Pavattinī-nānubandhana,zh-sv-bi-pm-dh-pc115,,,
Sahajīvinī-ananuggahaṇa,zh-sv-bi-pm-dh-pc116,,,
Ūnavīsativassa-kumāribhūta,zh-sv-bi-pm-dh-pc117,,,
Sikkhita-sikkhamānā-asammata,zh-sv-bi-pm-dh-pc118,,,
Sokāvāsa,zh-sv-bi-pm-dh-pc119,,,
Giving ordination to one who keeps company of men and women,zh-sv-bi-pm-dh-pc120,,,
Giving ordination to one of bad character,zh-sv-bi-pm-dh-pc121,,,
Asikkhita-sikkhamānā,zh-sv-bi-pm-dh-pc122,,,
Giving ordination to trained maiden of 20 without Sangha agreement ,zh-sv-bi-pm-dh-pc123,,,
Cīvaradāna-sikkhamānana-vuṭṭhāpana,zh-sv-bi-pm-dh-pc124,,,
?,zh-sv-bi-pm-dh-pc125,,,
Anubandha-sikkhamānana-vuṭṭhāpana,zh-sv-bi-pm-dh-pc126,,,
Anuvassa,zh-sv-bi-pm-dh-pc127,,,
?,zh-sv-bi-pm-dh-pc128,,,
Udakasāṭika,zh-sv-bi-pm-dh-pc129,,,
Frequently changing robe,zh-sv-bi-pm-dh-pc130,,,
Cīvarasibbana,zh-sv-bi-pm-dh-pc131,,,
Āvasathacīvara,zh-sv-bi-pm-dh-pc132,,,
Not returning period cloth to Sangha,zh-sv-bi-pm-dh-pc133,,,
Gaṇacīvara,zh-sv-bi-pm-dh-pc134,,,
Kālaatikkamana,zh-sv-bi-pm-dh-pc135,,,
Kathinuddhāra,zh-sv-bi-pm-dh-pc136,,,
Cīvaradāna,zh-sv-bi-pm-dh-pc137,,,
Paṭibāhana,zh-sv-bi-pm-dh-pc138,,,
Adhikaraṇa,zh-sv-bi-pm-dh-pc139,,,
Prakramati,zh-sv-bi-pm-dh-pc140,,,
Tiracchānavijjāpariyāpuṇana,zh-sv-bi-pm-dh-pc141,,,
Tiracchānavijjāvācana,zh-sv-bi-pm-dh-pc142,,,
Gihiveyyāvacca,zh-sv-bi-pm-dh-pc143,,,
Anāpucchāpakkamana,zh-sv-bi-pm-dh-pc144,,,
Anāpucchāsantharaṇa,zh-sv-bi-pm-dh-pc145,,,
Yāna,zh-sv-bi-pm-dh-pc146,,,
Suttakantana,zh-sv-bi-pm-dh-pc147,,,
Itthālaṅkāra,zh-sv-bi-pm-dh-pc148,,,
Chattupāhana,zh-sv-bi-pm-dh-pc149,,,
Abhikkhukāvāsa,zh-sv-bi-pm-dh-pc150,,,
Apavāraṇā,zh-sv-bi-pm-dh-pc151,,,
Ovādūpasaṅkamana,zh-sv-bi-pm-dh-pc152,,,
Ovāda,zh-sv-bi-pm-dh-pc153,,,
Ārāmapavisana,zh-sv-bi-pm-dh-pc154,,,
Bhikkhuakkosana,zh-sv-bi-pm-dh-pc155,,,
Gaṇaparibhāsana,zh-sv-bi-pm-dh-pc156,,,
Kulamaccharinī,zh-sv-bi-pm-dh-pc157,,,
Pavārita,zh-sv-bi-pm-dh-pc158,,,
Pañhāpucchana,zh-sv-bi-pm-dh-pc159,,,
Nagga,zh-sv-bi-pm-dh-pc160,,,
Adorning like a wife,zh-sv-bi-pm-dh-pc161,,,
Naccagīta,zh-sv-bi-pm-dh-pc162,,,
Pasākhejāta,zh-sv-bi-pm-dh-pc163,,,
Saṃsaṭṭha,zh-sv-bi-pm-dh-pc164,,,
Gandhavaṇṇaka,zh-sv-bi-pm-dh-pc165,,,
Vāsitaka,zh-sv-bi-pm-dh-pc165,,,
Adorning like a wife,zh-sv-bi-pm-dh-pc166,,,
Leaving monastery after sunset,zh-sv-bi-pm-dh-pc167,,,
?,zh-sv-bi-pm-dh-pc169,,,
Combing hair,zh-sv-bi-pm-dh-pc170,,,
Having someone comb hair,zh-sv-bi-pm-dh-pc171,,,
Brushing hair,zh-sv-bi-pm-dh-pc172,,,
Having someone brush hair,zh-sv-bi-pm-dh-pc173,,,
Harituccārachaḍḍana,zh-sv-bi-pm-dh-pc174,,,
Intentionally produce semen except in a dream,zh-sv-bi-pm-dh-pc175,,,
Swallowing semen,zh-sv-bi-pm-dh-pc176,,,
Bathing with semen,zh-sv-bi-pm-dh-pc177,,,
Standing in doorway,zh-sv-bi-pm-dh-pc178,,,
Khīraviññāpana,zh-sv-bi-pm-dh-pd1,,,
Dadhiviññāpana,zh-sv-bi-pm-dh-pd2,,,
Sappiviññāpana,zh-sv-bi-pm-dh-pd3,,,
Asking for butter,zh-sv-bi-pm-dh-pd4,,,
Telaviññāpana,zh-sv-bi-pm-dh-pd5,,,
Macchaviññāpana,zh-sv-bi-pm-dh-pd6,,,
Maṃsaviññāpana,zh-sv-bi-pm-dh-pd7,,,
Asking for dried meat,zh-sv-bi-pm-dh-pd8,,,
Nātyutkṛṣtaṁ nivāsayiṣyāma,zh-sv-bi-pm-dh-sk1,,,
Nātyavakṛṣṭaṁ nivāsayiṣyāma,zh-sv-bi-pm-dh-sk2,,,
Na vikīrṇaṁ nivāsayiṣyāma,zh-sv-bi-pm-dh-sk3,,,
Na nāgaśīrṣakaṁ,zh-sv-bi-pm-dh-sk4,,,
Na tālapatraṁ,zh-sv-bi-pm-dh-sk5,,,
Na hastiśuṇḍaṁ,zh-sv-bi-pm-dh-sk6,,,
Na kulmāsapiṇḍakaṁ,zh-sv-bi-pm-dh-sk7,,,
Na kalāpakaṁ,zh-sv-bi-pm-dh-sk8,,,
Na dundumaṃ,zh-sv-bi-pm-dh-sk9,,,
Na milimaṃ,zh-sv-bi-pm-dh-sk10,,,
Na cūrṇasūtraṃ,zh-sv-bi-pm-dh-sk11,,,
Parimaṇḍala,zh-sv-bi-pm-dh-sk12,,,
?,zh-sv-bi-pm-dh-sk13,,,
Nātyutkṛṣṭaṃ prāvariṣyāma,zh-sv-bi-pm-dh-sk14,,,
Nātyavakṛṣṭaṁ prāvariṣyāma,zh-sv-bi-pm-dh-sk15,,,
Na vikīrṇaṁ prāvariṣyāma,zh-sv-bi-pm-dh-sk16,,,
Dutiyaparimaṇḍala,zh-sv-bi-pm-dh-sk17,,,
Suppaṭicchanna,zh-sv-bi-pm-dh-sk18,,,
Dutiyasuppaṭicchanna,zh-sv-bi-pm-dh-sk19,,,
Susaṃvuta,zh-sv-bi-pm-dh-sk20,,,
Dutiyasusaṃvuta,zh-sv-bi-pm-dh-sk21,,,
Okkhittacakkhu,zh-sv-bi-pm-dh-sk22,,,
Dutiyaokkhittacakkhu,zh-sv-bi-pm-dh-sk23,,,
Appasadda,zh-sv-bi-pm-dh-sk24,,,
Dutiyaappasadda,zh-sv-bi-pm-dh-sk25,,,
Not enter proudly,zh-sv-bi-pm-dh-sk26,,,
Not sit proudly,zh-sv-bi-pm-dh-sk27,,,
Ukkuṭika,zh-sv-bi-pm-dh-sk28,,,
Notkuṭukā niṣatsyāma,zh-sv-bi-pm-dh-sk29,,,
Oguṇṭhita,zh-sv-bi-pm-dh-sk30,,,
Dutiyaoguṇṭhita,zh-sv-bi-pm-dh-sk31,,,
Na veṣṭitaśiraso pravekṣyāma,zh-sv-bi-pm-dh-sk32,,,
Na veṣṭitaśiraso niṣatsyāma,zh-sv-bi-pm-dh-sk33,,,
Khambhakata,zh-sv-bi-pm-dh-sk34,,,
Dutiyakhambhakata,zh-sv-bi-pm-dh-sk35,,,
Na sakthni,zh-sv-bi-pm-dh-sk36,,,
Nātyastikākṛtā niṣatsyāma,zh-sv-bi-pm-dh-sk37,,,
Na vinyastikākṛta pravekṣyāma,zh-sv-bi-pm-dh-sk38,,,
Na vinyastikākṛta niṣatsyāma,zh-sv-bi-pm-dh-sk39,,,
Ukkhittaka,zh-sv-bi-pm-dh-sk40,,,
Dutiyaukkhittaka,zh-sv-bi-pm-dh-sk41,,,
Na paryastikākṛta pravekṣyāma,zh-sv-bi-pm-dh-sk42,,,
Pallatthika,zh-sv-bi-pm-dh-sk43,,,
Na vikṣiptikākṛtā pravekṣyāma,zh-sv-bi-pm-dh-sk44,,,
Na vikṣiptikākṛtā niṣatsyāma,zh-sv-bi-pm-dh-sk45,,,
Bāhuppacālaka,zh-sv-bi-pm-dh-sk46,,,
Dutiyabāhuppacālaka,zh-sv-bi-pm-dh-sk47,,,
Na cāṃsapracālakā pravekṣyāma,zh-sv-bi-pm-dh-sk48,,,
Na cāṃsapracālakā niṣatsyāma,zh-sv-bi-pm-dh-sk49,,,
Sīsappacālaka,zh-sv-bi-pm-dh-sk50,,,
Dutiyasīsappacālaka,zh-sv-bi-pm-dh-sk51,,,
Kāyappacālaka,zh-sv-bi-pm-dh-sk52,,,
Dutiyakāyappacālaka,zh-sv-bi-pm-dh-sk53,,,
Na hastasaṃlagnikaya pravekṣyāma,zh-sv-bi-pm-dh-sk54,,,
Na hastasaṃlagnikaya niṣatsyāma,zh-sv-bi-pm-dh-sk55,,,
Na viḍaṅgikaya pravekṣyāma,zh-sv-bi-pm-dh-sk56,,,
Na viḍaṅgikaya niṣatsyāma,zh-sv-bi-pm-dh-sk57,,,
Na pāde pādam pravekṣyāma,zh-sv-bi-pm-dh-sk58,,,
Na pāde pādam niṣatsyāma,zh-sv-bi-pm-dh-sk59,,,
Na pāṇau hanum niṣatsyāma,zh-sv-bi-pm-dh-sk60,,,
Sakkaccapaṭiggahaṇa,zh-sv-bi-pm-dh-sk61,,,
Satkṛtya sūpaṃ pratigṛhīṣyāma,zh-sv-bi-pm-dh-sk62,,,
Samatittika,zh-sv-bi-pm-dh-sk63,,,
Samasūpaka,zh-sv-bi-pm-dh-sk64,,,
?,zh-sv-bi-pm-dh-sk65,,,
Avagaṇḍakāraka,zh-sv-bi-pm-dh-sk66,,,
Nātimahanta,zh-sv-bi-pm-dh-sk67,,,
Parimaṇḍala,zh-sv-bi-pm-dh-sk68,,,
Anāhaṭa,zh-sv-bi-pm-dh-sk69,,,
Sakabaḷa,zh-sv-bi-pm-dh-sk70,,,
Kabaḷāvacchedaka,zh-sv-bi-pm-dh-sk71,,,
Capucapukāraka,zh-sv-bi-pm-dh-sk72,,,
Na gulugulu,zh-sv-bi-pm-dh-sk73,,,
Na gṛṣmakāraka,zh-sv-bi-pm-dh-sk74,,,
Nāvakīrṇakāraka,zh-sv-bi-pm-dh-sk75,,,
Nojjighrantaḥ,zh-sv-bi-pm-dh-sk76,,,
Hatthanillehaka,zh-sv-bi-pm-dh-sk77,,,
Pattanillehaka,zh-sv-bi-pm-dh-sk78,,,
Sitthāvakāraka,zh-sv-bi-pm-dh-sk79,,,
Hatthaniddhunaka,zh-sv-bi-pm-dh-sk80,,,
Sāmisa,zh-sv-bi-pm-dh-sk81,,,
Sūpodanaviññatti,zh-sv-bi-pm-dh-sk82,,,
Odanappaṭicchādana,zh-sv-bi-pm-dh-sk83,,,
Ujjhānasaññī,zh-sv-bi-pm-dh-sk84,,,
Sapadāna,zh-sv-bi-pm-dh-sk85,,,
Sasitthaka,zh-sv-bi-pm-dh-sk86,,,
Na aśvārūḍhāya,zh-sv-bi-pm-dh-sk87,,,
Pacchatogamana,zh-sv-bi-pm-dh-sk88,,,
Uppathenagamana,zh-sv-bi-pm-dh-sk89,,,
Nīcāsana,zh-sv-bi-pm-dh-sk90,,,
Ṭhita,zh-sv-bi-pm-dh-sk91,,,
Sayana,zh-sv-bi-pm-dh-sk92,,,
Oguṇṭhita,zh-sv-bi-pm-dh-sk93,,,
Veṭhita,zh-sv-bi-pm-dh-sk94,,,
Na kaṃbhākṛtasya,zh-sv-bi-pm-dh-sk95,,,
Na vinyastikākṛtasya,zh-sv-bi-pm-dh-sk96,,,
Nātyastikākṛtasya,zh-sv-bi-pm-dh-sk97,,,
Nokkhittakāyassa,zh-sv-bi-pm-dh-sk98,,,
Pallatthika,zh-sv-bi-pm-dh-sk99,,,
Na vikṣiptikākṛtasya,zh-sv-bi-pm-dh-sk100,,,
Upāhanāruḷha,zh-sv-bi-pm-dh-sk101,,,
Daṇḍapāṇi,zh-sv-bi-pm-dh-sk102,,,
Pāduka,zh-sv-bi-pm-dh-sk103,,,
Chattapāṇi,zh-sv-bi-pm-dh-sk104,,,
Satthapāṇi,zh-sv-bi-pm-dh-sk105,,,
Na khaḍgapāṇa,zh-sv-bi-pm-dh-sk106,,,
Āvudhapāṇi,zh-sv-bi-pm-dh-sk107,,,
Hariteuccāra,zh-sv-bi-pm-dh-sk108,,,
Udakeuccāra,zh-sv-bi-pm-dh-sk109,,,
Na sādhikapauruṣa ,zh-sv-bi-pm-dh-sk110,,,
Methunadhamma,zh-sv-bi-vb-pj1,,,
Dinnādāna,zh-sv-bi-vb-pj2,,,
Manussaviggaha,zh-sv-bi-vb-pj3,,,
Uttarimanussadhamma,zh-sv-bi-vb-pj4,,,
Ubbhajāṇumaṇḍalikā,zh-sv-bi-vb-pj5,,,
Vajjappaṭicchādikā,zh-sv-bi-vb-pj6,,,
Ukkhittānuvattikā,zh-sv-bi-vb-pj7,,,
Aṭṭhavatthukā,zh-sv-bi-vb-pj8,,,
Sañcaritta,zh-sv-bi-vb-ss1,,,
Duṭṭhadosa,zh-sv-bi-vb-ss2,,,
Aññabhāgiya,zh-sv-bi-vb-ss3,,,
Avassutā avassutassa,zh-sv-bi-vb-ss4,,,
Kiṃ te avassuto vā anavassuto vā,zh-sv-bi-vb-ss5,,,
Ekagāmantara,zh-sv-bi-vb-ss6,,,
Ussayavādikā,zh-sv-bi-vb-ss7,,,
Corīvuṭṭhāpikā,zh-sv-bi-vb-ss8,,,
Ukkhittakaosāraṇa,zh-sv-bi-vb-ss9,,,
Saṅghabheda,zh-sv-bi-vb-ss10,,,
Bhedānuvattaka,zh-sv-bi-vb-ss11,,,
Dubbaca,zh-sv-bi-vb-ss12,,,
Kuladūsaka,zh-sv-bi-vb-ss13,,,
Sikkhaṃpaccācikkhaṇa,zh-sv-bi-vb-ss14,,,
Adhikaraṇakupita,zh-sv-bi-vb-ss15,,,
Saṃsaṭṭhā,zh-sv-bi-vb-ss16,,,
Saṃsaṭṭhānuvattaka,zh-sv-bi-vb-ss17,,,
Kathina,zh-sv-bi-vb-np1,,,
Udosita,zh-sv-bi-vb-np2,,,
Akālacīvara,zh-sv-bi-vb-np3,,,
Aññātakaviññatti,zh-sv-bi-vb-np4,,,
Tatuttari,zh-sv-bi-vb-np5,,,
Upakkhata,zh-sv-bi-vb-np6,,,
Dutiyaupakkhata,zh-sv-bi-vb-np7,,,
